date,price
01/01/2014,1.6566
02/01/2014,1.6453
03/01/2014,1.6418
06/01/2014,1.6406
07/01/2014,1.6402
08/01/2014,1.6448
09/01/2014,1.6481
10/01/2014,1.6483
13/01/2014,1.6383
14/01/2014,1.644
15/01/2014,1.6371
16/01/2014,1.6354
17/01/2014,1.6424
20/01/2014,1.6429
21/01/2014,1.6477
22/01/2014,1.6575
23/01/2014,1.6637
24/01/2014,1.6482
27/01/2014,1.6585
28/01/2014,1.6579
29/01/2014,1.6563
30/01/2014,1.6485
31/01/2014,1.6439
03/02/2014,1.6305
04/02/2014,1.6325
05/02/2014,1.6309
06/02/2014,1.6322
07/02/2014,1.6411
10/02/2014,1.6403
11/02/2014,1.645
12/02/2014,1.6596
13/02/2014,1.6659
14/02/2014,1.6747
17/02/2014,1.6714
18/02/2014,1.6684
19/02/2014,1.668
20/02/2014,1.6651
21/02/2014,1.6616
24/02/2014,1.6656
25/02/2014,1.6681
26/02/2014,1.6671
27/02/2014,1.6688
28/02/2014,1.6745
03/03/2014,1.6667
04/03/2014,1.6664
05/03/2014,1.6722
06/03/2014,1.674
07/03/2014,1.6713
10/03/2014,1.6645
11/03/2014,1.6617
12/03/2014,1.6619
13/03/2014,1.6624
14/03/2014,1.6647
17/03/2014,1.6637
18/03/2014,1.6593
19/03/2014,1.6541
20/03/2014,1.6504
21/03/2014,1.6486
24/03/2014,1.6498
25/03/2014,1.6529
26/03/2014,1.6583
27/03/2014,1.6611
28/03/2014,1.6638
31/03/2014,1.6662
01/04/2014,1.663
02/04/2014,1.6626
03/04/2014,1.6598
04/04/2014,1.6575
07/04/2014,1.6608
08/04/2014,1.6747
09/04/2014,1.6793
10/04/2014,1.6785
11/04/2014,1.6733
14/04/2014,1.6729
15/04/2014,1.673
16/04/2014,1.6797
17/04/2014,1.6794
18/04/2014,1.6794
21/04/2014,1.6792
22/04/2014,1.6824
23/04/2014,1.6782
24/04/2014,1.6802
25/04/2014,1.6803
28/04/2014,1.6807
29/04/2014,1.6827
30/04/2014,1.6873
01/05/2014,1.6893
02/05/2014,1.687
05/05/2014,1.6866
06/05/2014,1.6975
07/05/2014,1.6952
08/05/2014,1.6932
09/05/2014,1.6851
12/05/2014,1.6868
13/05/2014,1.6826
14/05/2014,1.6767
15/05/2014,1.679
16/05/2014,1.6811
19/05/2014,1.6814
20/05/2014,1.6838
21/05/2014,1.69
22/05/2014,1.687
23/05/2014,1.6832
26/05/2014,1.6843
27/05/2014,1.681
28/05/2014,1.6711
29/05/2014,1.6717
30/05/2014,1.6755
02/06/2014,1.6746
03/06/2014,1.6749
04/06/2014,1.6737
05/06/2014,1.682
06/06/2014,1.6802
09/06/2014,1.6803
10/06/2014,1.6756
11/06/2014,1.6788
12/06/2014,1.6929
13/06/2014,1.6968
16/06/2014,1.6984
17/06/2014,1.6965
18/06/2014,1.6994
19/06/2014,1.7039
20/06/2014,1.7013
23/06/2014,1.7027
24/06/2014,1.6986
25/06/2014,1.6983
26/06/2014,1.7027
27/06/2014,1.7035
30/06/2014,1.7106
01/07/2014,1.715
02/07/2014,1.7166
03/07/2014,1.7155
04/07/2014,1.716
07/07/2014,1.7128
08/07/2014,1.7131
09/07/2014,1.7158
10/07/2014,1.7132
11/07/2014,1.7116
14/07/2014,1.7084
15/07/2014,1.7143
16/07/2014,1.7137
17/07/2014,1.7101
18/07/2014,1.7088
21/07/2014,1.7076
22/07/2014,1.7065
23/07/2014,1.7044
24/07/2014,1.6986
25/07/2014,1.6975
28/07/2014,1.6983
29/07/2014,1.6944
30/07/2014,1.6913
31/07/2014,1.6886
01/08/2014,1.6821
04/08/2014,1.6863
05/08/2014,1.6886
06/08/2014,1.6853
07/08/2014,1.6833
08/08/2014,1.6773
11/08/2014,1.6787
12/08/2014,1.6812
13/08/2014,1.6688
14/08/2014,1.6686
15/08/2014,1.6693
18/08/2014,1.6728
19/08/2014,1.6617
20/08/2014,1.6595
21/08/2014,1.658
22/08/2014,1.6572
25/08/2014,1.6579
26/08/2014,1.654
27/08/2014,1.6576
28/08/2014,1.6586
29/08/2014,1.6598
01/09/2014,1.6608
02/09/2014,1.647
03/09/2014,1.6461
04/09/2014,1.6331
05/09/2014,1.6327
08/09/2014,1.6104
09/09/2014,1.6106
10/09/2014,1.6211
11/09/2014,1.6255
12/09/2014,1.6268
15/09/2014,1.6233
16/09/2014,1.6277
17/09/2014,1.6276
18/09/2014,1.6396
19/09/2014,1.6288
22/09/2014,1.6361
23/09/2014,1.6388
24/09/2014,1.634
25/09/2014,1.6318
26/09/2014,1.625
29/09/2014,1.6241
30/09/2014,1.6213
01/10/2014,1.6186
02/10/2014,1.6145
